steam_64_id,appid,name,playtime_forever,playtime_2weeks,has_community_visible_stats
76561198213997533,730,Counter-Strike 2,48418,0,True
76561199420545335,252490,Rust,801,0,True
76561199420545335,730,Counter-Strike 2,13382,687,True
76561199222444139,252490,Rust,1651,0,True
76561199222444139,730,Counter-Strike 2,1078,0,True
76561198366064809,730,Counter-Strike 2,105564,42,True
76561199022343379,240,Counter-Strike: Source,1301,0,True
76561199022343379,218620,PAYDAY 2,615,0,True
76561199022343379,730,Counter-Strike 2,65236,210,True
76561199022343379,252490,Rust,6482,0,True
76561198156752121,730,Counter-Strike 2,1032,0,True
76561198178788157,252490,Rust,6232,0,True
76561198178788157,730,Counter-Strike 2,50051,0,True
76561198401702420,730,Counter-Strike 2,213066,0,True
76561198450391813,730,Counter-Strike 2,75755,1,True
76561198375674935,252490,Rust,40997,0,True
76561198375674935,730,Counter-Strike 2,99829,387,True
76561198341939549,240,Counter-Strike: Source,1120,0,True
76561198341939549,218620,PAYDAY 2,9983,0,True
76561198341939549,222880,Insurgency,746,0,True
76561198341939549,730,Counter-Strike 2,17461,434,True
76561199152058633,730,Counter-Strike 2,9652,0,True
76561198843621975,730,Counter-Strike 2,912,0,True
76561198113208948,240,Counter-Strike: Source,36504,0,True
76561198113208948,730,Counter-Strike 2,304329,602,True
76561198113208948,222880,Insurgency,1459,0,True
76561199047227748,730,Counter-Strike 2,1906,0,True
76561198102070232,730,Counter-Strike 2,38880,0,True
76561198113746514,730,Counter-Strike 2,5606,0,True
76561198113746514,648800,Raft,1143,0,True
76561198079595463,730,Counter-Strike 2,104814,65,True
76561198079595463,218620,PAYDAY 2,2326,0,True
76561198079595463,252490,Rust,3068,0,True
76561199112620830,730,Counter-Strike 2,24713,72,True
76561199635424860,730,Counter-Strike 2,2710,0,True
76561198205604075,730,Counter-Strike 2,22536,0,True
76561198991235907,730,Counter-Strike 2,11233,158,True
76561199208946740,730,Counter-Strike 2,2375,0,True
76561199243010501,730,Counter-Strike 2,8481,154,True
76561199243010501,252490,Rust,6066,0,True
76561198862627878,730,Counter-Strike 2,9326,0,True
76561199427425437,730,Counter-Strike 2,2783,0,True
76561198209283712,730,Counter-Strike 2,1112,0,True
76561198107173886,218620,PAYDAY 2,2676,0,True
76561198107173886,222880,Insurgency,926,0,True
76561198107173886,240,Counter-Strike: Source,1123,0,True
76561198107173886,730,Counter-Strike 2,80217,0,True
76561198232021756,222880,Insurgency,1733,0,True
76561198232021756,252490,Rust,1989,0,True
76561198232021756,730,Counter-Strike 2,77286,1390,True
76561198129192374,240,Counter-Strike: Source,79586,0,True
76561198129192374,730,Counter-Strike 2,33393,0,True
76561198129192374,218620,PAYDAY 2,5394,0,True
76561198310552244,730,Counter-Strike 2,108293,0,True
76561198088537715,240,Counter-Strike: Source,4411,0,True
76561198088537715,730,Counter-Strike 2,66006,0,True
76561198247047270,730,Counter-Strike 2,84395,111,True
76561198240843962,730,Counter-Strike 2,11988,0,True
76561199114717158,218620,PAYDAY 2,894,0,True
76561199114717158,730,Counter-Strike 2,2020,0,True
76561199591718772,730,Counter-Strike 2,4624,0,True
76561198859160810,730,Counter-Strike 2,22350,387,True
76561199488947900,730,Counter-Strike 2,1143,253,True
76561199488947900,252490,Rust,10759,482,True
76561198960215593,730,Counter-Strike 2,204090,0,True
76561198113129524,730,Counter-Strike 2,39057,0,True
76561198113129524,252490,Rust,4094,25,True
76561199481324451,730,Counter-Strike 2,2041,0,True
76561198148792463,218620,PAYDAY 2,2035,0,True
76561198148792463,730,Counter-Strike 2,776,0,True
76561198395034649,218620,PAYDAY 2,4697,0,True
76561198395034649,730,Counter-Strike 2,10081,0,True
76561198076188540,730,Counter-Strike 2,63109,1,True
76561198076188540,218620,PAYDAY 2,800,0,True
76561198364536539,730,Counter-Strike 2,3960,0,True
76561198071271771,730,Counter-Strike 2,312120,213,True
76561198071271771,252490,Rust,52506,0,True
76561198310853386,730,Counter-Strike 2,3157,0,True
76561198094092397,730,Counter-Strike 2,44837,0,True
76561198039667552,218620,PAYDAY 2,2376,0,True
76561198039667552,730,Counter-Strike 2,42797,0,True
76561199161832768,218620,PAYDAY 2,1400,0,True
76561199161832768,730,Counter-Strike 2,2853,0,True
76561198027956266,252490,Rust,1482,0,True
76561198027956266,730,Counter-Strike 2,46104,117,True
76561199546824576,730,Counter-Strike 2,3862,0,True
76561199219828984,730,Counter-Strike 2,84779,270,True
76561198180038046,730,Counter-Strike 2,43748,354,True
76561198177270611,730,Counter-Strike 2,6817,585,True
76561198166711612,252490,Rust,2825,0,True
76561198166711612,730,Counter-Strike 2,68481,0,True
76561198166711612,218620,PAYDAY 2,9805,0,True
76561198089623821,240,Counter-Strike: Source,978,0,True
76561198089623821,730,Counter-Strike 2,40222,38,True
76561198089623821,218620,PAYDAY 2,1801,0,True
76561198089623821,221100,DayZ,1231,0,True
76561198020737633,730,Counter-Strike 2,17573,0,True
76561198394973068,730,Counter-Strike 2,7930,306,True
76561198112806833,218620,PAYDAY 2,7776,0,True
76561198381771069,730,Counter-Strike 2,927,0,True
76561199678662816,730,Counter-Strike 2,1108,116,True
76561198178691458,730,Counter-Strike 2,15945,364,True
76561199216096849,240,Counter-Strike: Source,4164,50,True
76561199216096849,730,Counter-Strike 2,135652,308,True
76561199000649982,730,Counter-Strike 2,9466,0,True
76561198133531289,730,Counter-Strike 2,56922,0,True
76561198133531289,218620,PAYDAY 2,1184,0,True
76561198133531289,252490,Rust,4071,0,True
76561198835085981,730,Counter-Strike 2,16337,0,True
76561198395126949,730,Counter-Strike 2,74967,0,True
76561198085851915,730,Counter-Strike 2,113298,0,True
76561198303095434,730,Counter-Strike 2,51325,3001,True
76561198292506616,730,Counter-Strike 2,763,0,True
76561198124844626,730,Counter-Strike 2,9483,181,True
76561198299368815,730,Counter-Strike 2,1861,0,True
76561198132837505,730,Counter-Strike 2,47644,32,True
76561198137066486,648800,Raft,3058,0,True
76561198231179036,730,Counter-Strike 2,32394,0,True
76561198231179036,252490,Rust,814,0,True
76561198402970256,730,Counter-Strike 2,64821,0,True
76561199104402627,730,Counter-Strike 2,25354,0,True
76561199574910245,730,Counter-Strike 2,673,0,True
76561198395273399,218620,PAYDAY 2,8370,0,True
76561198100218406,730,Counter-Strike 2,224884,762,True
76561198100218406,648800,Raft,1046,0,True
76561198132216204,730,Counter-Strike 2,146462,0,True
76561198120856917,730,Counter-Strike 2,80199,0,True
76561198120856917,218620,PAYDAY 2,1117,0,True
76561198120856917,221100,DayZ,1527,0,True
76561198078840415,730,Counter-Strike 2,41387,151,True
76561198078840415,218620,PAYDAY 2,936,0,True
76561198009787486,730,Counter-Strike 2,26504,0,True
76561198072030781,730,Counter-Strike 2,215298,0,True
76561198105548995,730,Counter-Strike 2,15646,2731,True
76561198096626993,730,Counter-Strike 2,57165,0,True
76561199767585456,730,Counter-Strike 2,1063,266,True
76561198204188425,730,Counter-Strike 2,90466,0,True
76561198204188425,218620,PAYDAY 2,1314,0,True
76561198991910284,730,Counter-Strike 2,3234,0,True
76561199127465874,218620,PAYDAY 2,1397,0,True
76561199127465874,221100,DayZ,6714,0,True
76561199127465874,730,Counter-Strike 2,18394,0,True
76561198241743824,730,Counter-Strike 2,110612,81,True
76561198078276160,218620,PAYDAY 2,10863,0,True
76561198078276160,730,Counter-Strike 2,9413,0,True
76561198034599386,730,Counter-Strike 2,60053,8,True
76561199196415028,730,Counter-Strike 2,23716,15,True
76561198306884047,730,Counter-Strike 2,108528,2223,True
76561197984744795,730,Counter-Strike 2,8146,0,True
76561198989912327,730,Counter-Strike 2,23390,0,True
76561199043023400,730,Counter-Strike 2,44918,934,True
76561198025088199,730,Counter-Strike 2,3805,0,True
76561198025088199,218620,PAYDAY 2,1061,0,True
76561198190781974,730,Counter-Strike 2,88695,62,True
76561198453352868,218620,PAYDAY 2,1091,0,True
76561198453352868,730,Counter-Strike 2,6566,0,True
76561198213906355,730,Counter-Strike 2,126965,0,True
76561198149529940,730,Counter-Strike 2,3578,0,True
76561198878524258,730,Counter-Strike 2,30331,0,True
76561198878524258,648800,Raft,919,0,True
76561198878524258,252490,Rust,760,0,True
76561199018883831,730,Counter-Strike 2,10302,0,True
76561198942250338,218620,PAYDAY 2,3583,0,True
76561198942250338,730,Counter-Strike 2,9409,0,True
76561198945824662,730,Counter-Strike 2,35695,0,True
76561198945824662,252490,Rust,3279,0,True
76561199211715075,730,Counter-Strike 2,41769,2428,True
76561198061752374,730,Counter-Strike 2,12823,0,True
76561198256857059,730,Counter-Strike 2,22826,564,True
76561198409271034,730,Counter-Strike 2,27462,0,True
76561198168251005,730,Counter-Strike 2,4455,0,True
76561198000305457,730,Counter-Strike 2,1484,0,True
76561198106353262,730,Counter-Strike 2,65949,0,True
76561198087653600,730,Counter-Strike 2,11550,788,True
76561198135665782,730,Counter-Strike 2,22334,0,True
76561198339927877,730,Counter-Strike 2,10160,0,True
76561198139949636,730,Counter-Strike 2,2426,0,True
76561198069344551,730,Counter-Strike 2,35566,0,True
76561198069344551,218620,PAYDAY 2,5993,0,True
76561198100116843,730,Counter-Strike 2,81276,217,True
76561199087763838,730,Counter-Strike 2,14218,0,True
76561198121918045,730,Counter-Strike 2,67554,0,True
76561198070087793,730,Counter-Strike 2,15711,0,True
76561198152724610,730,Counter-Strike 2,28864,0,True
76561198275090519,730,Counter-Strike 2,36434,0,True
76561198311261932,730,Counter-Strike 2,5853,0,True
76561198350569342,730,Counter-Strike 2,90029,3336,True
76561198827303648,730,Counter-Strike 2,146853,469,True
76561198131147370,730,Counter-Strike 2,136175,33,True
76561198131147370,252490,Rust,53914,0,True
76561198088969488,240,Counter-Strike: Source,2181,0,True
76561198088969488,730,Counter-Strike 2,27588,0,True
76561198088969488,218620,PAYDAY 2,912,0,True
76561198088969488,252490,Rust,18981,0,True
76561198088969488,222880,Insurgency,19449,122,True
76561198023715279,240,Counter-Strike: Source,84250,0,True
76561198023715279,730,Counter-Strike 2,110109,188,True
76561198296520510,730,Counter-Strike 2,24821,0,True
76561199020293590,730,Counter-Strike 2,6326,0,True
76561198388929380,218620,PAYDAY 2,11437,0,True
76561198388929380,730,Counter-Strike 2,2440,0,True
76561198359146781,730,Counter-Strike 2,32166,0,True
76561198263959332,648800,Raft,741,0,True
76561198149435329,730,Counter-Strike 2,2362,0,True
76561199465828986,730,Counter-Strike 2,29966,174,True
76561198095839879,730,Counter-Strike 2,30490,607,True
76561198182178617,730,Counter-Strike 2,29419,0,True
76561198162129512,730,Counter-Strike 2,68020,0,True
76561198162129512,222880,Insurgency,602,0,True
76561198311093666,730,Counter-Strike 2,6318,0,True
76561198100708221,730,Counter-Strike 2,9828,0,True
76561198099571364,730,Counter-Strike 2,2342,0,True
76561198098620156,730,Counter-Strike 2,992,0,True
76561198867907819,730,Counter-Strike 2,610,0,True
76561198247249148,252490,Rust,2034,0,True
76561198247249148,730,Counter-Strike 2,8950,0,True
76561199227776552,218620,PAYDAY 2,1247,0,True
76561199227776552,730,Counter-Strike 2,8237,189,True
76561199525250672,730,Counter-Strike 2,10095,0,True
76561198156350486,730,Counter-Strike 2,46893,0,True
76561198156350486,648800,Raft,717,0,True
76561198964601005,730,Counter-Strike 2,65179,0,True
76561198139454577,218620,PAYDAY 2,2472,0,True
76561198139454577,730,Counter-Strike 2,78579,145,True
76561198131010108,730,Counter-Strike 2,1254,0,True
76561198149914114,730,Counter-Strike 2,635,0,True
76561198104570364,730,Counter-Strike 2,5652,0,True
76561198125534674,730,Counter-Strike 2,17988,0,True
76561198311654782,252490,Rust,4430,0,True
76561198311654782,221100,DayZ,31878,0,True
76561198360838276,730,Counter-Strike 2,23799,0,True
76561198073862135,730,Counter-Strike 2,2154,0,True
76561199070566991,730,Counter-Strike 2,217707,3894,True
76561199071054304,730,Counter-Strike 2,76168,853,True
76561198147362750,730,Counter-Strike 2,2054,0,True
76561198122648632,730,Counter-Strike 2,7084,0,True
76561198041146739,730,Counter-Strike 2,4176,0,True
76561198347945599,730,Counter-Strike 2,14816,0,True
76561198384517718,240,Counter-Strike: Source,9863,0,True
76561198384517718,218620,PAYDAY 2,10486,0,True
76561198384517718,222880,Insurgency,882,0,True
76561198384517718,730,Counter-Strike 2,132682,1082,True
76561198384517718,648800,Raft,11749,0,True
76561198384517718,252490,Rust,30091,0,True
76561198152236419,730,Counter-Strike 2,56821,0,True
76561198155916906,730,Counter-Strike 2,1412,0,True
76561198042334472,730,Counter-Strike 2,101911,0,True
76561198099717605,730,Counter-Strike 2,15113,171,True
76561198262664671,730,Counter-Strike 2,5065,0,True
76561198111807948,730,Counter-Strike 2,25220,0,True
76561198975213968,730,Counter-Strike 2,22710,0,True
76561199021382760,218620,PAYDAY 2,1077,0,True
76561199021382760,648800,Raft,2247,0,True
76561199021382760,730,Counter-Strike 2,61113,204,True
76561198168017514,730,Counter-Strike 2,8788,0,True
76561198168017514,218620,PAYDAY 2,4692,0,True
76561198168017514,252490,Rust,5645,0,True
76561198424997190,730,Counter-Strike 2,1082,0,True
76561198182774489,730,Counter-Strike 2,137176,0,True
76561198182774489,648800,Raft,1640,0,True
76561198274166689,730,Counter-Strike 2,22439,0,True
76561198334135424,730,Counter-Strike 2,82288,0,True
76561198173955295,730,Counter-Strike 2,65375,0,True
76561198397469684,730,Counter-Strike 2,6573,0,True
76561198151966962,222880,Insurgency,1605,0,True
76561198151966962,730,Counter-Strike 2,2634,0,True
76561198090154834,730,Counter-Strike 2,33580,0,True
76561199223828135,252490,Rust,1269,33,True
76561199223828135,730,Counter-Strike 2,12843,62,True
76561198982500377,730,Counter-Strike 2,79615,1620,True
76561198304696569,218620,PAYDAY 2,1441,0,True
76561198304696569,240,Counter-Strike: Source,605,0,True
76561198304696569,730,Counter-Strike 2,130637,0,True
76561198304696569,648800,Raft,839,0,True
76561198405803735,730,Counter-Strike 2,38770,0,True
76561199263331855,730,Counter-Strike 2,75148,490,True
76561199001827473,730,Counter-Strike 2,3600,0,True
76561198203596916,730,Counter-Strike 2,87960,303,True
76561198161102739,218620,PAYDAY 2,5200,0,True
76561198161102739,730,Counter-Strike 2,26519,28,True
76561198099290916,730,Counter-Strike 2,17151,0,True
76561198089287485,240,Counter-Strike: Source,927,0,True
76561198089287485,730,Counter-Strike 2,202993,0,True
76561198089287485,218620,PAYDAY 2,5000,0,True
76561199009887910,730,Counter-Strike 2,30521,838,True
76561198968293661,730,Counter-Strike 2,17916,0,True
76561199206745882,730,Counter-Strike 2,40994,281,True
76561198101095510,730,Counter-Strike 2,748,0,True
76561198128556622,730,Counter-Strike 2,3947,0,True
76561199133257786,218620,PAYDAY 2,1555,0,True
76561199133257786,221100,DayZ,1280,0,True
76561199133257786,730,Counter-Strike 2,55403,2317,True
76561199005881967,730,Counter-Strike 2,616,0,True
76561198154996102,730,Counter-Strike 2,1446,0,True
76561199025723768,221100,DayZ,31091,0,True
76561199025723768,730,Counter-Strike 2,132233,0,True
76561199025723768,252490,Rust,735,0,True
76561198140982294,730,Counter-Strike 2,51801,0,True
76561198199822705,730,Counter-Strike 2,25326,0,True
76561198296000031,730,Counter-Strike 2,173402,0,True
76561198296000031,252490,Rust,2769,0,True
76561198209258820,730,Counter-Strike 2,12552,0,True
76561198981172573,730,Counter-Strike 2,17360,462,True
76561198282472392,252490,Rust,677,0,True
76561198282472392,730,Counter-Strike 2,83800,318,True
76561198060526488,730,Counter-Strike 2,198653,120,True
76561198060526488,218620,PAYDAY 2,6387,0,True
76561198060526488,252490,Rust,118994,5786,True
76561198983439062,730,Counter-Strike 2,4169,0,True
76561198261234935,218620,PAYDAY 2,2987,0,True
76561198235779926,218620,PAYDAY 2,2093,0,True
76561198235779926,730,Counter-Strike 2,9832,0,True
76561198235779926,648800,Raft,3322,0,True
76561198403945682,730,Counter-Strike 2,793,0,True
76561198117099809,730,Counter-Strike 2,1115,0,True
76561198227232132,730,Counter-Strike 2,4499,0,True
76561198158416603,730,Counter-Strike 2,54445,71,True
76561198158416603,252490,Rust,5658,0,True
76561198971190763,221100,DayZ,3793,0,True
76561198971190763,730,Counter-Strike 2,72834,0,True
76561198211428051,730,Counter-Strike 2,21680,0,True
76561198098876430,730,Counter-Strike 2,999,0,True
76561198099003996,730,Counter-Strike 2,9696,0,True
76561198099336584,730,Counter-Strike 2,1089,0,True
76561198353480497,218620,PAYDAY 2,2833,0,True
76561198353480497,730,Counter-Strike 2,9592,0,True
76561198186545386,252490,Rust,1290,0,True
76561198186545386,221100,DayZ,70710,0,True
76561198186545386,730,Counter-Strike 2,64602,0,True
76561198186545386,218620,PAYDAY 2,4421,0,True
76561198008701006,240,Counter-Strike: Source,37638,0,True
76561198008701006,730,Counter-Strike 2,144651,797,True
76561198005739535,240,Counter-Strike: Source,8209,0,True
76561198005739535,730,Counter-Strike 2,103931,508,True
76561198005739535,218620,PAYDAY 2,2806,0,True
76561199550222877,730,Counter-Strike 2,17250,300,True
76561198062548236,730,Counter-Strike 2,97269,386,True
76561198062548236,252490,Rust,84577,0,True
76561198062548236,221100,DayZ,5457,0,True
76561198363930987,730,Counter-Strike 2,3303,0,True
76561198202574911,730,Counter-Strike 2,621,0,True
76561198162573510,730,Counter-Strike 2,283578,430,True
76561198985965224,730,Counter-Strike 2,8960,11,True
76561199385297842,730,Counter-Strike 2,1080,0,True
76561199157523839,730,Counter-Strike 2,2036,0,True
76561198205112051,218620,PAYDAY 2,757,0,True
76561198205112051,252490,Rust,2053,0,True
76561198205112051,730,Counter-Strike 2,325622,42,True
76561199092364928,648800,Raft,2218,0,True
76561199092364928,252490,Rust,12648,0,True
76561199092364928,730,Counter-Strike 2,34041,374,True
76561198082973886,221100,DayZ,13621,0,True
76561198853924016,221100,DayZ,1554,0,True
76561198853924016,730,Counter-Strike 2,71874,0,True
76561198853924016,252490,Rust,2439,0,True
76561199501008908,730,Counter-Strike 2,5930,222,True
76561198029135641,218620,PAYDAY 2,1311,0,True
76561198359600857,730,Counter-Strike 2,842,0,True
76561198100449306,730,Counter-Strike 2,44655,0,True
76561198108599157,730,Counter-Strike 2,3507,0,True
76561198102204501,730,Counter-Strike 2,17813,0,True
76561199234391026,730,Counter-Strike 2,2858,0,True
76561198078613585,730,Counter-Strike 2,12612,0,True
76561198078613585,218620,PAYDAY 2,2243,0,True
76561198086868600,730,Counter-Strike 2,14810,0,True
76561198086868600,252490,Rust,1536,0,True
76561199072607644,730,Counter-Strike 2,22190,0,True
76561199072607644,648800,Raft,773,0,True
76561199072607644,252490,Rust,57356,1347,True
76561198386438950,730,Counter-Strike 2,39693,64,True
76561199003985449,252490,Rust,722,0,True
76561199003985449,730,Counter-Strike 2,9391,0,True
76561198216724857,730,Counter-Strike 2,13478,0,True
76561198101051066,730,Counter-Strike 2,5157,13,True
76561198984535502,730,Counter-Strike 2,28303,0,True
76561199154082705,730,Counter-Strike 2,24101,0,True
76561198100794163,730,Counter-Strike 2,863,0,True
76561199209057895,730,Counter-Strike 2,43561,0,True
76561198177834365,218620,PAYDAY 2,1226,0,True
76561198177834365,252490,Rust,1244,0,True
76561198177834365,730,Counter-Strike 2,149661,0,True
76561199105615500,730,Counter-Strike 2,79254,762,True
76561198088770755,730,Counter-Strike 2,4647,0,True
76561198855552018,730,Counter-Strike 2,1147,0,True
76561198107186367,730,Counter-Strike 2,117504,1,True
76561198098442745,730,Counter-Strike 2,3525,0,True
76561198123880737,730,Counter-Strike 2,14270,0,True
76561198891617029,730,Counter-Strike 2,14671,0,True
76561198863464772,218620,PAYDAY 2,1126,0,True
76561198863464772,730,Counter-Strike 2,38353,0,True
76561198223549112,730,Counter-Strike 2,42766,0,True
76561198115014678,730,Counter-Strike 2,195214,0,True
76561198094690466,240,Counter-Strike: Source,11268,0,True
76561198094690466,730,Counter-Strike 2,2572,0,True
76561198094690466,218620,PAYDAY 2,1703,0,True
76561198268998829,730,Counter-Strike 2,8477,0,True
76561198285559674,730,Counter-Strike 2,36759,193,True
76561198345152368,730,Counter-Strike 2,88084,13,True
76561198081396140,730,Counter-Strike 2,32819,0,True
76561199033711922,730,Counter-Strike 2,12502,0,True
76561198095753480,730,Counter-Strike 2,600,0,True
76561198067530475,730,Counter-Strike 2,1213,443,True
76561198067530475,648800,Raft,1330,0,True
76561198068905441,730,Counter-Strike 2,82949,321,True
76561198068905441,218620,PAYDAY 2,1447,0,True
76561198070960067,218620,PAYDAY 2,1513,0,True
76561198252943403,730,Counter-Strike 2,86383,1191,True
76561199226201806,730,Counter-Strike 2,179428,0,True
76561199226201806,252490,Rust,5748,0,True
76561197984127326,730,Counter-Strike 2,1073,0,True
76561198200764293,730,Counter-Strike 2,33858,0,True
76561199004160451,730,Counter-Strike 2,2401,0,True
76561198086794109,240,Counter-Strike: Source,7780,0,True
76561198086794109,730,Counter-Strike 2,110470,0,True
76561198086794109,218620,PAYDAY 2,9190,0,True
76561198086794109,252490,Rust,14716,0,True
76561198086794109,221100,DayZ,1311,0,True
76561198086794109,648800,Raft,724,0,True
76561199024253210,221100,DayZ,2417,436,True
76561199024253210,730,Counter-Strike 2,34270,505,True
76561198310680736,730,Counter-Strike 2,6929,0,True
76561199058097439,730,Counter-Strike 2,16580,0,True
76561198218009341,730,Counter-Strike 2,121015,34,True
76561198366680633,730,Counter-Strike 2,25349,0,True
76561197963489376,730,Counter-Strike 2,132699,348,True
76561197963489376,252490,Rust,251783,1254,True
76561199124407990,221100,DayZ,1419,0,True
76561199124407990,730,Counter-Strike 2,21827,0,True
76561199124407990,252490,Rust,97211,0,True
76561198056198033,730,Counter-Strike 2,66419,0,True
76561198098483801,730,Counter-Strike 2,945,0,True
76561198091240505,730,Counter-Strike 2,39899,0,True
76561198091240505,218620,PAYDAY 2,642,0,True
76561198105096495,730,Counter-Strike 2,7816,0,True
76561198315053727,730,Counter-Strike 2,2258,0,True
76561198856778821,648800,Raft,881,0,True
76561198103355036,730,Counter-Strike 2,27372,130,True
76561198103355036,648800,Raft,983,0,True
76561198419814250,730,Counter-Strike 2,18681,0,True
76561199015885640,730,Counter-Strike 2,39970,110,True
76561198310204002,730,Counter-Strike 2,166882,4,True
76561198047241099,730,Counter-Strike 2,9392,0,True
76561198308466577,730,Counter-Strike 2,4393,455,True
76561198202480555,730,Counter-Strike 2,17100,0,True
76561199519236051,730,Counter-Strike 2,10235,90,True
76561199471761844,730,Counter-Strike 2,3070,0,True
76561198292599764,730,Counter-Strike 2,84795,0,True
76561198361306272,730,Counter-Strike 2,59395,0,True
76561198188209173,730,Counter-Strike 2,6371,0,True
76561198241389170,730,Counter-Strike 2,14820,0,True
76561198241389170,218620,PAYDAY 2,1131,0,True
76561198855649455,730,Counter-Strike 2,3502,557,True
76561198140759882,221100,DayZ,6721,0,True
76561198140759882,730,Counter-Strike 2,2768,0,True
76561198097979952,218620,PAYDAY 2,836,0,True
76561198097979952,730,Counter-Strike 2,1517,0,True
76561198121313680,730,Counter-Strike 2,36238,0,True
76561198121313680,218620,PAYDAY 2,6826,0,True
76561198121313680,252490,Rust,84511,0,True
76561198257358754,252490,Rust,83325,0,True
76561198257358754,221100,DayZ,1700,0,True
76561198257358754,730,Counter-Strike 2,21171,0,True
76561198257358754,218620,PAYDAY 2,1655,0,True
76561198211375889,730,Counter-Strike 2,62644,192,True
76561198101074151,730,Counter-Strike 2,131159,111,True
76561198101074151,218620,PAYDAY 2,2608,0,True
76561198227982000,730,Counter-Strike 2,37394,2556,True
76561198316623329,218620,PAYDAY 2,8540,0,True
76561198066697371,730,Counter-Strike 2,55730,0,True
76561198872450166,730,Counter-Strike 2,20892,2198,True
76561198918321852,252490,Rust,1899,0,True
76561198918321852,730,Counter-Strike 2,29113,0,True
76561198344852353,218620,PAYDAY 2,2686,0,True
76561198140750525,730,Counter-Strike 2,139328,0,True
76561198089107950,730,Counter-Strike 2,112006,0,True
76561198089107950,218620,PAYDAY 2,607,0,True
76561198089107950,252490,Rust,36015,0,True
76561198080198319,218620,PAYDAY 2,1405,0,True
76561198080198319,221100,DayZ,9960,0,True
76561198105361078,252490,Rust,1193,0,True
76561198105361078,648800,Raft,2520,0,True
76561199062162122,221100,DayZ,1446,0,True
76561199062162122,730,Counter-Strike 2,70897,0,True
76561198406103343,730,Counter-Strike 2,76047,342,True
76561198406103343,648800,Raft,6181,708,True
76561198406103343,252490,Rust,10626,0,True
76561198106636172,730,Counter-Strike 2,74551,151,True
76561198303411385,218620,PAYDAY 2,1961,0,True
76561198303411385,730,Counter-Strike 2,27733,786,True
76561198140504776,730,Counter-Strike 2,110395,689,True
76561199042864684,730,Counter-Strike 2,40929,650,True
76561198106914277,730,Counter-Strike 2,85144,0,True
76561198106914277,252490,Rust,21366,0,True
76561198106914277,221100,DayZ,1193,0,True
76561198106914277,218620,PAYDAY 2,2013,0,True
76561198106914277,648800,Raft,1508,0,True
76561198382829910,730,Counter-Strike 2,2005,0,True
76561198402696134,730,Counter-Strike 2,19894,0,True
76561199071924228,218620,PAYDAY 2,851,0,True
76561199071924228,221100,DayZ,6369,0,True
76561199071924228,648800,Raft,888,0,True
76561199071924228,252490,Rust,32792,0,True
76561199071924228,730,Counter-Strike 2,16909,0,True
76561198069391862,240,Counter-Strike: Source,100090,0,True
76561198069391862,730,Counter-Strike 2,86011,599,True
76561198069391862,218620,PAYDAY 2,995,0,True
76561198069391862,252490,Rust,928,0,True
76561198069391862,648800,Raft,758,0,True
76561198175387031,730,Counter-Strike 2,60740,368,True
76561199207719305,730,Counter-Strike 2,3400,0,True
76561198410047839,730,Counter-Strike 2,15992,752,True
76561198419310005,730,Counter-Strike 2,30956,877,True
76561198197381425,730,Counter-Strike 2,5955,0,True
76561199415710911,730,Counter-Strike 2,29757,0,True
76561199415710911,252490,Rust,60728,134,True
76561199117513365,730,Counter-Strike 2,26897,705,True
76561199117513365,648800,Raft,602,0,True
76561198970283344,730,Counter-Strike 2,2002,0,True
76561198310155116,218620,PAYDAY 2,1094,0,True
76561198310155116,252490,Rust,2613,0,True
76561198310155116,730,Counter-Strike 2,22876,0,True
76561199080134912,730,Counter-Strike 2,4021,176,True
76561198321069822,218620,PAYDAY 2,792,0,True
76561198321069822,730,Counter-Strike 2,65465,140,True
76561199087147491,240,Counter-Strike: Source,1132,0,True
76561199087147491,218620,PAYDAY 2,16625,0,True
76561199087147491,648800,Raft,1467,20,True
76561199087147491,252490,Rust,18092,0,True
76561199087147491,730,Counter-Strike 2,23023,0,True
76561198153252197,730,Counter-Strike 2,133292,0,True
76561199211868507,730,Counter-Strike 2,48722,182,True
76561199211868507,252490,Rust,983,0,True
76561198365475796,218620,PAYDAY 2,965,0,True
76561198365475796,730,Counter-Strike 2,25395,0,True
76561198365475796,252490,Rust,39247,3347,True
76561198118369971,730,Counter-Strike 2,1130,0,True
76561198118832500,730,Counter-Strike 2,1638,0,True
76561198120071845,221100,DayZ,4237,0,True
76561198120071845,730,Counter-Strike 2,53460,0,True
76561198210379304,252490,Rust,713,0,True
76561198210379304,730,Counter-Strike 2,146283,492,True
76561198210379304,648800,Raft,1781,0,True
76561199499754076,221100,DayZ,1176,0,True
76561199499754076,730,Counter-Strike 2,34768,914,True
76561199499754076,252490,Rust,61364,1156,True
76561198098291504,730,Counter-Strike 2,26184,0,True
76561199487329436,730,Counter-Strike 2,3002,0,True
76561198304250172,730,Counter-Strike 2,49430,0,True
76561198087540914,730,Counter-Strike 2,28185,0,True
76561198241173920,730,Counter-Strike 2,110930,0,True
76561198335777244,218620,PAYDAY 2,1394,0,True
76561198335777244,730,Counter-Strike 2,65173,1,True
76561198335777244,648800,Raft,769,0,True
76561198083007633,730,Counter-Strike 2,64804,434,True
76561198083007633,648800,Raft,2378,0,True
76561198169817398,730,Counter-Strike 2,41643,0,True
76561198169817398,218620,PAYDAY 2,1472,0,True
76561199002568707,730,Counter-Strike 2,75819,2758,True
