"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"Death Must Die","1699938000000","true","919339","6.99","5555549","24.636983904984717","92","Indie","Realm Archive","Realm Archive","2334730","https://store.steampowered.com/app/2334730",""
"3on3 FreeStyle: Rebound","1594699200000","false","595649","0","5544703.320894259","61.88352359240823","63","Indie","Joycity","Joycity","1292630","https://store.steampowered.com/app/1292630",""
"Biped","1585195200000","false","812274","14.99","5540061","12.165149976528271","86","Indie","NEXT Studios,META Publishing","NEXT Studios","1071870","https://store.steampowered.com/app/1071870",""
"Wildfrost","1681272000000","false","320384","19.99","5486860","13.853919068711402","82","AA","Chucklefish","Deadpan Games,Gaziter","1811990","https://store.steampowered.com/app/1811990",""
"Clustertruck","1474948800000","false","842225","14.99","5483957","7.07746178365527","94","AA","tinyBuild","Landfall","397950","https://store.steampowered.com/app/397950",""
"RUINER","1506398400000","false","562589","19.99","5479016","6.826173753851865","90","AA","Devolver Digital","Reikon Games","464060","https://store.steampowered.com/app/464060",""
"Sanctum 2","1368590400000","false","1101001","14.99","5458049","31.38105781692565","90","AA","Coffee Stain Publishing","Coffee Stain Studios","210770","https://store.steampowered.com/app/210770",""
"CrossCode","1430438400000","false","448683","19.99","5445063","53.012096141382564","93","Indie","Deck13,WhisperGames,DANGEN Entertainment,Mayflower Entertainment","Radical Fish Games","368340","https://store.steampowered.com/app/368340","1537416000000"
"Colony Survival","1497585600000","true","317305","24.95","5442685","52.413131121062705","92","Indie","Pipliz","Pipliz","366090","https://store.steampowered.com/app/366090",""
"She Will Punish Them","1588132800000","true","455684","15.99","5419334","37.01846361946672","88","Indie","L2 Games","L2 Games","1213740","https://store.steampowered.com/app/1213740",""
"Mouthwashing","1727308800000","false","464675","12.99","5395644","3.561977748828059","97","Indie","CRITICAL REFLEX","Wrong Organ","2475490","https://store.steampowered.com/app/2475490",""
"Cloud Meadow","1583211600000","true","325641","19.99","5380154","16.10642002224558","87","Indie","TinyHat Studios","Team Nimbus","1223750","https://store.steampowered.com/app/1223750",""
"Creativerse","1406851200000","false","324497","24.99","5373378","91.197150362418","78","Indie","Playful Corp.","Playful Corp.","280790","https://store.steampowered.com/app/280790","1494216000000"
"Forever Skies","1687406400000","true","230689","29.99","5373355","27.578870518799846","85","Indie","Far From Home","Far From Home","1641960","https://store.steampowered.com/app/1641960",""
"Castle Story","1377993600000","false","433042","9.99","5367965","20.18728733194178","64","Indie","Sauropod Studio","Sauropod Studio","227860","https://store.steampowered.com/app/227860","1502942400000"
"Sky: Children of the Light","1712721600000","true","686783","0","5349441","69.07321077991236","88","Indie","thatgamecompany","thatgamecompany","2325290","https://store.steampowered.com/app/2325290",""
"The Survivalists","1602216000000","false","878019","24.99","5349220","9.261934213180464","77","AA","Team17","Team17","897450","https://store.steampowered.com/app/897450",""
"Stationeers","1513054800000","true","231412","34.99","5339149","53.14642435048213","85","Indie","RocketWerkz","RocketWerkz","544550","https://store.steampowered.com/app/544550",""
