"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"Idling to Rule the Gods","1464321600000","","false","240484","0","3932230.822239937","461.36835563899956","86","Indie","Shugasu GmbH","Shugasu GmbH","466170","https://store.steampowered.com/app/466170"
"HYPERCHARGE: Unboxed","1496275200000","1587960000000","false","233082","24.99","3907565","0","91","Indie","Digital Cybercherries","Digital Cybercherries","523660","https://store.steampowered.com/app/523660"
"DIRT 5","1604552400000","","false","124809","59.99","3849325","0","0","Indie","Codemasters,Electronic Arts","Codemasters","1038250","https://store.steampowered.com/app/1038250"
"Braid","1239336000000","","false","810158","14.99","3811062","6.6656201053957105","94","Indie","Number None","Number None","26800","https://store.steampowered.com/app/26800"
"SWORD ART ONLINE Fractured Daydream","1727913600000","","false","71504","59.99","3805348","36.371997501380385","68","AAA","Bandai Namco Entertainment","Dimps Corporation","1858630","https://store.steampowered.com/app/1858630"
"Touhou Mystia's Izakaya","1623816000000","1633060800000","false","1132218","5.99","3775207","18.149498828572156","99","Indie","二色幽紫蝶,Re零同人社","二色幽紫蝶,Re零同人社","1584090","https://store.steampowered.com/app/1584090"
"Kaiju Princess","1655784000000","","false","461007","10.99","3763522","4.94149644633582","97","Indie","Mango Party,PantyParrot,Mango Party News","PantyParrot","1732180","https://store.steampowered.com/app/1732180"
"DNF Duel","1656302400000","","false","151081","49.99","3743624","27.540427695808603","63","AA","NEXON","NEOPLE Inc.,Arc System Works,EIGHTING Co., Ltd.","1216060","https://store.steampowered.com/app/1216060"
"60 Seconds!","1432526400000","","false","912303","8.99","3661560","12.870940569707773","85","Indie","Robot Gentleman","Robot Gentleman","368360","https://store.steampowered.com/app/368360"
"AdventureQuest 3D","1476849600000","1666929600000","false","949490","0","3658483.6975643244","73.85913627835913","82","Indie","Artix Entertainment, LLC","Artix Entertainment, LLC","429790","https://store.steampowered.com/app/429790"
"Lust Theory - Season 1","1628222400000","1647576000000","false","358610","14.99","3638890","17.631276961523508","89","Indie","Inceton games","Inceton games","1607130","https://store.steampowered.com/app/1607130"
"NEKOPARA Vol. 3","1495684800000","","false","588416","9.99","3632466","64.40412229421912","97","Indie","Sekai Project","NEKO WORKs","602520","https://store.steampowered.com/app/602520"
"Little Misfortune","1568779200000","","false","313607","19.99","3615244","4.542951224587785","92","Indie","Killmonday Games AB","Killmonday Games AB","714120","https://store.steampowered.com/app/714120"
"The Jackbox Party Pack 8","1634097600000","","false","158251","29.99","3614588","5.630375731504698","90","AA","Jackbox Games, Inc.","Jackbox Games, Inc.","1552350","https://store.steampowered.com/app/1552350"
"Little Inferno","1353301200000","","false","664072","14.99","3611633","9.864993597009896","95","Indie","Tomorrow Corporation","Tomorrow Corporation","221260","https://store.steampowered.com/app/221260"
"Call of the Wild: The Angler™","1661918400000","","false","214971","29.99","3599996","38.722631880845476","63","AA","Avalanche Studios","Expansive Worlds","1408610","https://store.steampowered.com/app/1408610"
"Tank Mechanic Simulator","1582174800000","","false","324899","19.99","3583395","20.175333416023","88","AA","PlayWay S.A.","DeGenerals S.A.","407130","https://store.steampowered.com/app/407130"
"Pentiment","1668402000000","","false","262685","19.99","3558705","14.350017965708542","95","AAA","Xbox Game Studios","Obsidian Entertainment","1205520","https://store.steampowered.com/app/1205520"
"Animal Shelter","1648008000000","","false","284003","19.99","3554679","13.946954050486452","87","Indie","Games Incubator,PlayWay S.A.","Games Incubator","1239320","https://store.steampowered.com/app/1239320"
"Cat Goes Fishing","1421643600000","","false","675910","6.99","3540243","13.203748016038283","94","Hobbyist","","Cat5Games","343780","https://store.steampowered.com/app/343780"
"Rebel Inc: Escalation","1571112000000","1634097600000","false","360615","14.99","3508791","27.315559986644274","83","Indie","Ndemic Creations","Ndemic Creations","1088790","https://store.steampowered.com/app/1088790"
"EZ2ON REBOOT : R","1615953600000","1649908800000","false","114221","44.99","3482952","89.44265957071919","90","Indie","Neonovice Co., Ltd.","Neonovice Co., Ltd.,SQUARE PIXELS","1477590","https://store.steampowered.com/app/1477590"
"Sonic Origins","1655870400000","","false","150827","29.99","3474631","0","71","AAA","SEGA","Sonic Team","1794960","https://store.steampowered.com/app/1794960"
"TOGETHER BnB","1617940800000","","true","321703","17.99","3452934","5.609283180905271","59","Indie","AURORA Games","AURORA Games","1239020","https://store.steampowered.com/app/1239020"
"Goat Simulator 3","1707973200000","","false","260327","29.99","3421912","20.276712989872628","98","AA","Coffee Stain Publishing","Coffee Stain North","850190","https://store.steampowered.com/app/850190"
"Broken Age","1390885200000","","false","299574","14.99","3397168","12.52933442321378","84","Indie","Double Fine Productions","Double Fine Productions","232790","https://store.steampowered.com/app/232790"
"Myst","1629950400000","","false","149517","29.99","3367882","5.530051865681304","89","Indie","Cyan Worlds Inc","Cyan Worlds Inc","1255560","https://store.steampowered.com/app/1255560"
"We Were Here Too","1517547600000","","false","706272","9.99","3341880","3.165669171205293","81","Indie","Total Mayhem Games","Total Mayhem Games","677160","https://store.steampowered.com/app/677160"
"Business Tour - Board Game with Online Multiplayer","1501128000000","","false","7949483","0","3325304.4796260186","21.118240067749234","61","Indie","8Floor","8Floor","397900","https://store.steampowered.com/app/397900"
"Leaf Blower Revolution - Idle Game","1607058000000","","false","1191609","0","3272069.0059715207","121.4962653289581","94","Indie","Humble North","Humble North","1468260","https://store.steampowered.com/app/1468260"
"Keplerth","1522540800000","1653278400000","false","276230","14.99","3208468","29.24211467713058","85","AA","Gamera Games","TARO","747200","https://store.steampowered.com/app/747200"
"Astral Party ","1709096400000","","false","643582","0","3192840","72.15448586682834","56","Indie","Neverland Entertainment","STAR ENGINE PROJECT","2622000","https://store.steampowered.com/app/2622000"
"Succubus Cafe","1620878400000","","false","167568","29.99","3179541","5.885127373632776","89","Indie","MIGI STUDIO","MIGI STUDIO","1520500","https://store.steampowered.com/app/1520500"
"Tooth and Tail","1505188800000","","false","282499","19.99","3162384","4.069111394910532","80","Indie","Pocketwatch Games","Pocketwatch Games","286000","https://store.steampowered.com/app/286000"
"NEKOPARA Vol. 2","1455858000000","","false","626594","9.99","3142188","48.12665645070322","97","Indie","Sekai Project","NEKO WORKs","420110","https://store.steampowered.com/app/420110"
"Gorogoa","1513227600000","","false","495245","14.99","3122893","3.0045182252109943","98","AA","Annapurna Interactive","Buried Signal","557600","https://store.steampowered.com/app/557600"
"Disney Speedstorm","1681790400000","1695873600000","false","389937","0","3105357","35.07492671673944","67","AA","Gameloft","Gameloft","1537830","https://store.steampowered.com/app/1537830"
"Ale & Tale Tavern","1725494400000","","false","283950","14.99","3093507","0","89","Indie","GrabTheGames,UpgradePoint","Scienart Games","2683150","https://store.steampowered.com/app/2683150"
"Farming Simulator 2013 Titanium Edition","1349049600000","1381291200000","false","384300","14.99","3065433","73.33415970622633","92","AA","Giants Software","Giants Software","220260","https://store.steampowered.com/app/220260"
"Fabledom","1681358400000","1715572800000","false","241431","20.99","3049327","20.42994450189546","87","Indie","Dear Villagers,Doyoyo Games","Grenaa Games","1651560","https://store.steampowered.com/app/1651560"
"Farmer's Dynasty","1512086400000","1574312400000","false","172178","19.99","3043894","56.704815539303645","75","Indie","Toplitz Productions","UMEO Studios","678900","https://store.steampowered.com/app/678900"
"Her New Memory - Hentai Simulator","1592452800000","1644296400000","false","402399","9.99","3026625","10.538611071674604","94","Indie","Zodiacus Games","Zodiacus Games","1296770","https://store.steampowered.com/app/1296770"
"ATRI -My Dear Moments-","1592452800000","","false","275575","20.99","3008950","13.877805318302881","99","Indie","ANIPLEX.EXE","Frontwing,枕","1230140","https://store.steampowered.com/app/1230140"
"Puzzle Pirates","1314763200000","","false","183914","0","2955925.934319789","190.0518259196389","80","Indie","Grey Havens","Grey Havens","99910","https://store.steampowered.com/app/99910"
"Rabi-Ribi","1453957200000","","false","312747","17.99","2908146","34.54043637665708","96","Indie","CreSpirit","CreSpirit,GemaYue","400910","https://store.steampowered.com/app/400910"
"Pikuniku","1548306000000","","false","663195","12.99","2897678","6.181308349624199","96","AA","Devolver Digital","Arnaud De Bock,Rémi Forcadell,Alan Zucconi,Calum Bowen","572890","https://store.steampowered.com/app/572890"
"Autonauts","1571284800000","","false","229220","19.99","2862544","52.692973160325145","90","AA","Curve Games","Denki","979120","https://store.steampowered.com/app/979120"
"Thank Goodness You're Here!","1722470400000","","false","169349","19.99","2859812","2.4331832991590536","97","Indie","Panic","Coal Supper","2366980","https://store.steampowered.com/app/2366980"
"Cell to Singularity - Evolution Never Ends","1544590800000","1635912000000","false","1504848","0","2857153.4112085453","162.59292379193818","90","Indie","Computer Lunch","Computer Lunch","977400","https://store.steampowered.com/app/977400"
"VR HOT","1620273600000","","true","84332","39.99","2852235","7.585730570345671","63","Indie","VR HOT","VR HOT","1571340","https://store.steampowered.com/app/1571340"
"Yet Another Zombie Survivors","1689220800000","","true","400720","9.99","2825530","17.064449175881144","90","Indie","Awesome Games Studio","Awesome Games Studio","2163330","https://store.steampowered.com/app/2163330"
"Hotel Renovator","1678165200000","","false","159004","24.99","2805865","21.284344747923278","79","AA","Focus Entertainment","Two Horizons","1214470","https://store.steampowered.com/app/1214470"
"Pixel Starships","1588305600000","1684814400000","false","340826","0","2804022.6392461765","144.9370040667102","74","Indie","SavySoda","SavySoda","378760","https://store.steampowered.com/app/378760"
"Book of Demons","1467331200000","1512622800000","false","295313","24.99","2801311","12.349677100743031","90","Indie","Thing Trunk","Thing Trunk","449960","https://store.steampowered.com/app/449960"
"World of Guns: Gun Disassembly","1400644800000","","false","3354657","0","2785569.79034564","5.026259530372613","84","Indie","Noble Empire Corp.","Noble Empire Corp.","262410","https://store.steampowered.com/app/262410"
"The Game of Life 2","1607662800000","","false","378957","12.49","2781722","4.448780542485415","79","Indie","Marmalade Game Studio Ltd","Marmalade Game Studio Ltd","1455630","https://store.steampowered.com/app/1455630"
"Richman 11","1666152000000","","false","251701","18.99","2757717","20.690570276433874","48","Indie","SOFTSTAR ENTERTAINMENT","CMGE","2074800","https://store.steampowered.com/app/2074800"
"Dream Daddy: A Dad Dating Simulator","1500523200000","","false","247563","14.99","2747071","19.19756848478847","92","Indie","Game Grumps","Game Grumps","654880","https://store.steampowered.com/app/654880"
"Fetish Locator Week Two","1635134400000","","false","262351","14.99","2746806","11.822146908490186","88","Indie","ViNovella Games","ViNovella Games","1684170","https://store.steampowered.com/app/1684170"
"Atelier Resleriana: Forgotten Alchemy and the Polar Night Liberator","1706072400000","","false","151049","0","2729526","70.94877540437129","56","Indie","KOEI TECMO GAMES","KOEI TECMO GAMES","2594920","https://store.steampowered.com/app/2594920"
"SimAirport","1488326400000","1582866000000","false","179166","24.99","2709718","60.315483483510555","79","Indie","LVGameDev LLC","LVGameDev LLC","598330","https://store.steampowered.com/app/598330"
"FreestyleFootball R","1663041600000","","false","152172","0","2677197.4227828127","160.8888974733901","68","Indie","HOGA INFORMATION TECHNOLOGY CO.,LTD","JOYCITY Corporation","1826980","https://store.steampowered.com/app/1826980"
"LoveBeat","1452661200000","","false","117581","0","2662683.292613261","268.41514817762277","75","Indie","CRAZYDIAMOND CO., LTD.","CRAZYDIAMOND CO., LTD.","354290","https://store.steampowered.com/app/354290"
"Moving Out","1588046400000","","false","226951","24.99","2653244","14.397789772517465","79","AA","Team17","SMG Studio,Devm Games","996770","https://store.steampowered.com/app/996770"
"Mr. Prepper","1616040000000","","false","246701","19.99","2634918","26.497485187907188","81","AA","PlayWay S.A.,Rejected Games","Rejected Games","761830","https://store.steampowered.com/app/761830"
"Let's School","1690344000000","","false","189206","19.99","2628208","36.08260682649653","93","Indie","Pathea Games,PM Studios, inc.","Pathea Games","1937500","https://store.steampowered.com/app/1937500"
"Little Witch in the Woods","1652673600000","","true","206748","15.99","2616587","24.88295689434126","89","Indie","SUNNY SIDE UP","SUNNY SIDE UP","1594940","https://store.steampowered.com/app/1594940"
"Streamer Life Simulator","1597982400000","","false","227015","19.99","2616014","9.440315525067783","78","Indie","Cheesecake Dev","Cheesecake Dev","1261040","https://store.steampowered.com/app/1261040"
"Startup Company","1501545600000","1586491200000","false","358255","12.99","2603222","19.845493684888687","82","Indie","Hovgaard Games","Hovgaard Games","606800","https://store.steampowered.com/app/606800"
"Cooking Simulator VR","1627531200000","","false","146210","24.99","2585919","3.9413955108075136","82","Indie","Big Cheese Studio,PlayWay S.A.","GameBoom VR","1358140","https://store.steampowered.com/app/1358140"
"The Genesis Order","1693540800000","1712030400000","false","190686","14.99","2568376","20.167094504896014","88","Indie","NLT Media","NLT Media","2553870","https://store.steampowered.com/app/2553870"
"Fetish Locator Week One","1595822400000","","false","338875","9.99","2566946","13.287708586435192","85","Indie","ViNovella Games","ViNovella Games","1360980","https://store.steampowered.com/app/1360980"
"ATLYSS","1732233600000","","true","287012","9.99","2565817","12.977925025492357","98","Indie","KisSoft","Kiseff","2768430","https://store.steampowered.com/app/2768430"
"The Coin Game","1550811600000","","true","203831","13.99","2562278","8.27680000071991","96","Indie","Kwalee","devotid","598980","https://store.steampowered.com/app/598980"
"Depersonalization","1671426000000","1723075200000","false","193941","19.99","2519358","21.02695404102099","94","AA","Gamera Games","MeowNature","1477070","https://store.steampowered.com/app/1477070"
"Astro Colony","1667797200000","","true","161705","19.99","2513393","69.67411489647782","82","Indie","Terad Games","Terad Games","1614550","https://store.steampowered.com/app/1614550"
"PICO PARK 2","1726099200000","","false","346501","8.99","2491925","7.4019841758613145","90","Indie","TECOPARK","TECOPARK,Gemdrops, Inc.","2644470","https://store.steampowered.com/app/2644470"
"Bear and Breakfast","1658980800000","","false","165991","19.99","2490930","21.258815181484334","90","Indie","Armor Games Studios","Gummy Cat","1136370","https://store.steampowered.com/app/1136370"
"The Battle of Polytopia","1596513600000","","false","268386","14.99","2482350","13.622571154504136","94","Indie","Midjiwan AB","Midjiwan AB","874390","https://store.steampowered.com/app/874390"
"AKIBA'S TRIP: Undead ＆ Undressed","1432612800000","","false","164313","19.99","2470161","24.1675660959669","85","AA","XSEED Games,Marvelous USA, Inc.","ACQUIRE Corp.","333980","https://store.steampowered.com/app/333980"
"Ragnarock","1608181200000","1626321600000","false","175679","24.99","2447309","15.671331958231324","95","Indie","WanadevStudio","WanadevStudio","1345820","https://store.steampowered.com/app/1345820"
"Puyo Puyo™Tetris®","1519707600000","","false","198803","19.99","2445854","52.38251607133696","84","AAA","SEGA","Sonic Team,Bitbaboon","546050","https://store.steampowered.com/app/546050"
"Passpartout: The Starving Artist","1496721600000","","false","416654","9.99","2431817","10.272119891951144","88","Indie","Flamebait Games,Gamera Games","Flamebait Games","582550","https://store.steampowered.com/app/582550"
"魔女的夜宴","1689912000000","","false","122629","34.99","2423833","22.136315172115378","99","Indie","HIKARI FIELD","YUZUSOFT","2458530","https://store.steampowered.com/app/2458530"
"Beat Hazard","1271304000000","","false","539060","9.99","2423799","0","95","Indie","Cold Beam Games","Cold Beam Games","49600","https://store.steampowered.com/app/49600"
"Captain Tsubasa: Rise of New Champions","1596240000000","1601265600000","false","102201","39.99","2422695","59.51554137488438","70","AA","BANDAI NAMCO Entertainment","TAMSOFT CORPORATION","1163550","https://store.steampowered.com/app/1163550"
"Train Fever","1404172800000","1409803200000","false","162950","19.99","2405986","42.47153601445137","64","AA","Good Shepherd Entertainment","Urban Games","304730","https://store.steampowered.com/app/304730"
"SMASH LEGENDS","1615780800000","1618200000000","false","733741","0","2402990.6713743634","82.4433504117946","69","Indie","5minlab Corp.","5minlab Corp.","1352080","https://store.steampowered.com/app/1352080"
"Eternal Card Game","1477958400000","1542258000000","false","561066","0","2398440.520646872","273.8754105723924","77","Indie","Dire Wolf","Dire Wolf","531640","https://store.steampowered.com/app/531640"
"Storage Hunter Simulator","1728518400000","","true","122559","24.99","2380589","13.101833875065392","81","Indie","BeardedBrothers.Games,Raccoons Studio","Raccoons Studio","1442430","https://store.steampowered.com/app/1442430"
"VillageRhapsody","1664942400000","1682481600000","false","1176495","2.99","2374652","5.676648067250596","97","Indie","YooGame","YooGame","2109460","https://store.steampowered.com/app/2109460"
"Meme Mayhem","1726185600000","false","203768","16.99","2370029","7.2035755256909395","77","Indie","Cr3 Studio","Cr3 Studio","2719030","https://store.steampowered.com/app/2719030",""
"Door Kickers: Action Squad","1509494400000","false","525751","13.99","2366455","21.61658645130751","95","Indie","KillHouse Games","PixelShard,KillHouse Games","686200","https://store.steampowered.com/app/686200","1536552000000"
"Potion Permit","1663819200000","false","169781","19.99","2365598","19.716712983098265","80","Indie","PQube","MassHive Media","1337760","https://store.steampowered.com/app/1337760",""
"Hero Zero - Multiplayer RPG","1467691200000","false","282297","0","2352261.684434728","151.2533866681145","82","Hobbyist","","Playata GmbH","482920","https://store.steampowered.com/app/482920",""
"Bloons TD Battles 2","1638248400000","false","2095511","0","2343471.7533895783","32.449498422338515","84","Indie","Ninja Kiwi","Ninja Kiwi","1276390","https://store.steampowered.com/app/1276390",""
"Rail Route","1624420800000","false","146087","24.99","2316049","48.9603071767225","90","Indie","Bitrich.info","Bitrich.info","1124180","https://store.steampowered.com/app/1124180","1708578000000"
"ISLANDERS","1554350400000","false","857995","4.99","2313377","0","95","Indie","Coatsink","Coatsink,GrizzlyGames,Stage Clear Studios","1046030","https://store.steampowered.com/app/1046030",""
"College Kings 2 - Episode 1","1649908800000","false","229651","12.99","2303401","41.13691473557701","78","Indie","Undergrad Steve","Undergrad Steve","1924480","https://store.steampowered.com/app/1924480",""
"NEKOPARA Vol. 4","1606366800000","false","372172","9.99","2298900","63.540483903978135","97","Indie","Sekai Project","NEKO WORKs","1406990","https://store.steampowered.com/app/1406990",""
"ContractVille","1717128000000","true","131624","19.99","2277797","41.445925124586644","82","Indie","FiftyEight Studios","MYM Games Studios","2698780","https://store.steampowered.com/app/2698780",""
"Lightyear Frontier","1710820800000","true","116477","24.99","2271540","0","89","Indie","Amplifier Studios,FRAME BREAK","FRAME BREAK,Amplifier Studios","1677110","https://store.steampowered.com/app/1677110",""
"Lust Academy - Season 1","1649736000000","false","214836","14.99","2269295","12.661731298743243","85","Indie","Bear in the Night","Bear in the Night","1846920","https://store.steampowered.com/app/1846920",""
"Aokana - Four Rhythms Across the Blue","1569556800000","false","118678","34.99","2261886","37.34668472431743","98","Indie","NekoNyan Ltd.,HIKARI FIELD","sprite,NekoNyan Ltd.","1044620","https://store.steampowered.com/app/1044620",""
"Town of Salem 2","1685073600000","false","266268","0","2260608","65.97785147384387","74","Indie","Digital Bandidos","BlankMediaGames LLC","2140510","https://store.steampowered.com/app/2140510","1692936000000"
"Dragon Saga","1450760400000","false","221000","0","2260137.191466035","104.26726704736151","65","Indie","Gravity Interactive","Gravity Interactive","381990","https://store.steampowered.com/app/381990",""
"shapez","1590292800000","false","715352","9.99","2247636","37.39080029291254","96","Indie","tobspr Games,Doyoyo Games","Tobias Springer","1318690","https://store.steampowered.com/app/1318690","1591502400000"
"Blazing Sails","1599624000000","false","223851","14.99","2242207","17.867005137956713","87","Indie","Iceberg Interactive","Get Up Games,Iceberg Interactive","1158940","https://store.steampowered.com/app/1158940","1699851600000"
"Motor Town: Behind The Wheel","1639717200000","true","140830","19.99","2232156","74.82134731438205","94","Indie","P3 Games","P3 Games","1369670","https://store.steampowered.com/app/1369670",""
"BOKURA","1676264400000","false","531024","5.49","2221002","3.7392553159297464","92","Indie","Kodansha","ところにょり","1801110","https://store.steampowered.com/app/1801110","1691553600000"
"DuckTales: Remastered","1376366400000","false","381709","14.99","2216836","6.855763348025143","88","AA","Capcom","WayForward","237630","https://store.steampowered.com/app/237630",""
"Coffee Talk","1580274000000","false","277488","12.99","2202094","7.154326035938215","95","Indie","Toge Productions","Toge Productions","914800","https://store.steampowered.com/app/914800",""
"Dale & Dawson Stationery Supplies","1724976000000","false","311712","7.99","2200207","17.19112220691043","93","Indie","Striped Panda Studios","Striped Panda Studios","2920570","https://store.steampowered.com/app/2920570",""
"(the) Gnorp Apologue","1702530000000","false","355287","6.99","2187401","29.3458561287655","97","Indie","(Myco)","Myco","1473350","https://store.steampowered.com/app/1473350",""
"Town of Sins","1711339200000","false","178087","0","2186169","12.38336237817202","64","Indie","Nutaku Publishing","Hooligapps","2449710","https://store.steampowered.com/app/2449710",""
"Littlewood","1560744000000","false","201329","14.99","2182620","28.37734669949699","93","Indie","SmashGames","Sean Young","894940","https://store.steampowered.com/app/894940","1596513600000"
"Fireworks Mania - An Explosive Simulator","1608181200000","false","210601","14.99","2177281","22.283623728050067","97","Indie","Laumania ApS","Laumania ApS","1079260","https://store.steampowered.com/app/1079260",""
"Astrea: Six-Sided Oracles","1695268800000","false","105753","24.99","2158983","0","92","Indie","Akupara Games","Little Leo Games","1755830","https://store.steampowered.com/app/1755830",""
"Prodeus","1604898000000","false","106755","24.99","2157515","7.945870152582033","93","AA","Humble Games","Bounding Box Software Inc.","964800","https://store.steampowered.com/app/964800","1663905600000"
"Emergency Call 112 – The Fire Fighting Simulation 2","1616040000000","false","90123","29.99","2156648","23.338993155277546","60","Indie","Aerosoft GmbH","Crenetic","785770","https://store.steampowered.com/app/785770",""
"Dragon Cliff","1514764800000","false","540045","9.99","2152514","94.76349606948028","90","Indie","Meta Interaction","Meta Interaction","758190","https://store.steampowered.com/app/758190","1526011200000"
"KeyWe","1630382400000","false","165939","24.99","2151218","6.713623734353712","90","Indie","Fireshine Games","Stonewheat & Sons","1242980","https://store.steampowered.com/app/1242980",""
"Weed Shop 3","1617422400000","false","126758","19.99","2144272","34.98084791686587","94","Indie","Weed Games","Weed Games","1182110","https://store.steampowered.com/app/1182110","1650427200000"
"TROUBLESHOOTER: Abandoned Children","1512086400000","false","178299","24.99","2131911","34.0288905938347","94","Indie","Dandylion","Dandylion","470310","https://store.steampowered.com/app/470310","1587614400000"
"Bang-On Balls: Chronicles","1614747600000","false","154768","24.99","2127122","0","97","Indie","Untold Tales,CouchPlay Interactive","Exit Plan Games","1227650","https://store.steampowered.com/app/1227650","1696478400000"
"Donut County","1535428800000","false","338557","12.99","2116643","2.954485358691882","92","AA","Annapurna Interactive","Ben Esposito","702670","https://store.steampowered.com/app/702670",""
"The Infected","1596686400000","true","183450","15.99","2111807","23.939177671026158","85","Indie","DigX Studios","DigX Studios","1360000","https://store.steampowered.com/app/1360000",""
"Ship Graveyard Simulator 2","1692158400000","false","132940","24.99","2088018","0","81","Indie","Games Incubator,PlayWay S.A.","Games Incubator,Hypnotic Ants","2201940","https://store.steampowered.com/app/2201940",""
"Barn Finders","1592193600000","false","160461","19.99","2084185","17.96517280811902","83","Indie","Duality Games,PlayWay S.A.,HeartBeat Games","Duality Games","991170","https://store.steampowered.com/app/991170",""
"Ultimate Fishing® Simulator","1509494400000","false","382565","19.99","2081233","10.34526066149105","90","Indie","Ultimate Games S.A.","Pancake Games,3T Labs,Bit Golem","468920","https://store.steampowered.com/app/468920","1535601600000"
"Feed the Cups","1708405200000","true","185436","15.99","2063421","0","90","AA","IndieArk","Vambear Games","2336220","https://store.steampowered.com/app/2336220",""
"Carto","1603771200000","false","206271","19.99","2052296","6.7188226793467685","97","AA","Humble Games,XD","Sunhead Games","1172450","https://store.steampowered.com/app/1172450",""
"Turnip Boy Commits Tax Evasion","1619064000000","false","275170","14.99","2020667","3.1663403284929568","95","Indie","Graffiti Games","Snoozy Kazoo","1205450","https://store.steampowered.com/app/1205450",""
"KartKraft™","1541044800000","false","134773","24.99","2012956","15.277594521326245","74","Indie","Motorsport Games","Motorsport Games","406350","https://store.steampowered.com/app/406350",""
"Human Resource Machine","1444881600000","false","307318","14.99","2012064","11.32870616358811","94","Indie","Tomorrow Corporation","Tomorrow Corporation","375820","https://store.steampowered.com/app/375820",""
"Moss","1528344000000","false","104000","19.99","2004392","5.941709002313736","95","Indie","Polyarc","Polyarc","846470","https://store.steampowered.com/app/846470",""
"Class of '09: The Re-Up","1685592000000","false","144940","14.99","2004007","9.200519971070811","98","Indie","SBN3,Wrath Club","SBN3","2318310","https://store.steampowered.com/app/2318310",""
"Moncage","1636952400000","false","240905","14.99","2000778","4.194940472875798","93","Indie","XD","Optillusion","1195290","https://store.steampowered.com/app/1195290",""
"To The Core","1691640000000","false","273389","7.99","1998108","8.918915170468726","93","Indie","SomethingExtra","SomethingExtra","1988550","https://store.steampowered.com/app/1988550",""
"The Oregon Trail","1668402000000","false","98233","29.99","1981855","11.410587326605445","80","AA","Gameloft","Gameloft","2013360","https://store.steampowered.com/app/2013360",""
"Ratropolis","1572580800000","false","185258","17.99","1981829","41.491222327952116","88","Indie","Cassel Games","Cassel Games","1108370","https://store.steampowered.com/app/1108370","1608613200000"
"Peggle Deluxe","1173157200000","false","722549","4.99","1963881","13.139838277590515","97","Indie","PopCap Games, Inc.,Electronic Arts","PopCap Games, Inc.","3480","https://store.steampowered.com/app/3480",""
"Bugsnax","1651118400000","false","151294","24.99","1958680","16.534142016785914","97","Indie","Young Horses","Young Horses","674140","https://store.steampowered.com/app/674140",""
"The Jackbox Party Pack 9","1666152000000","false","80551","29.99","1957575","4.580179085891076","83","AA","Jackbox Games, Inc.","Jackbox Games, Inc.","1850960","https://store.steampowered.com/app/1850960",""
"Projekt: Passion - Season 1","1685073600000","false","222630","11.99","1949551","14.159529082879287","94","Indie","Classy Lemon","Classy Lemon","2173800","https://store.steampowered.com/app/2173800",""
"Notruf 112 | Emergency Call 112","1478667600000","false","99051","14.99","1935171","18.24559326022225","76","Indie","Aerosoft GmbH","Crenetic GmbH Studios","491530","https://store.steampowered.com/app/491530",""
"BUNNY GARDEN","1713412800000","false","91549","24.99","1925790","13.081499070740167","93","Indie","qureate","qureate","2654470","https://store.steampowered.com/app/2654470",""
"Truck & Logistics Simulator","1592884800000","false","122192","19.99","1922141","4.969905595215753","71","Indie","Aerosoft GmbH","Simula Games","873840","https://store.steampowered.com/app/873840","1701320400000"
"Our Life: Beginnings & Always","1605502800000","false","179181","0","1918353.351471885","49.084303359259856","99","Indie","GB Patch Games","GB Patch Games","1129190","https://store.steampowered.com/app/1129190",""
"Youtubers Life 2","1634616000000","false","88068","29.99","1894446","10.10875984475132","73","Indie","UPLAY Online","UPLAY Online","1493760","https://store.steampowered.com/app/1493760",""
"BMX Streets","1712203200000","false","55141","39.99","1890461","35.83830151757748","76","Indie","Mash Games","Mash Games","871540","https://store.steampowered.com/app/871540",""
"The Jackbox Party Pack 10","1697601600000","false","64951","29.99","1875652","4.750501215052883","64","AA","Jackbox Games, Inc.","Jackbox Games, Inc.","2216830","https://store.steampowered.com/app/2216830",""
"侠客风云传(Tale of Wuxia)","1461816000000","false","180337","16.99","1871316","44.09801847569904","76","Indie","Phoenix Game","Heluo Studio","377530","https://store.steampowered.com/app/377530",""
"Rusty's Retirement","1714104000000","false","341469","6.99","1862102","58.54442391178058","97","Indie","Mister Morris Games","Mister Morris Games","2666510","https://store.steampowered.com/app/2666510",""
"Dealer's Life 2","1608094800000","false","246441","14.99","1858484","13.411214762220782","85","Indie","Abyte Entertainment","Abyte Entertainment","1343670","https://store.steampowered.com/app/1343670","1644901200000"
"Hidden Folks","1487134800000","false","362609","14.99","1840983","9.483814229299385","97","Indie","Adriaan de Jongh","Adriaan de Jongh,Sylvain Tegroeg","435400","https://store.steampowered.com/app/435400",""
"STORY OF SEASONS: A Wonderful Life","1687838400000","false","55003","39.99","1819914","19.69644022792123","79","Indie","Marvelous,Marvelous Europe,XSEED Games","Marvelous Inc.","2111170","https://store.steampowered.com/app/2111170",""
"Ken Follett's The Pillars of the Earth","1502769600000","false","261613","19.99","1818903","12.284160765586034","93","AA","Daedalic Entertainment","Daedalic Entertainment","234270","https://store.steampowered.com/app/234270",""
"City Bus Manager","1668056400000","false","74211","29.99","1817722","52.366660094971124","92","Indie","Aerosoft GmbH","PeDePe GbR","1364210","https://store.steampowered.com/app/1364210","1719288000000"
